#separator:tab
#html:true
#columns:Front	Back	Tags
#tags column:3
<b>mmm6 Dabigatran POI</b> — list the key points for: <i>2. Bleeding Control (Immediate)</i>	<ul><li>Bite firmly on gauze for <b>30–45 minutes</b> jcda</li><li><b>Do not spit, rinse vigorously, or use a straw</b> for the first 24 hours — protects the blood clot</li><li>Mild oozing is <b>normal and expected</b>; patient on Dabigatran may ooze slightly longer — this is anticipated pmc.ncbi.nlm.nih</li><li>If bleeding restarts: dip gauze in <b>cooled tannic acid (cold tea bag)</b> and bite down for 20 minutes</li><li>Persistent or heavy bleeding → contact the clinic or go to emergency immediately pmc.ncbi.nlm.nih</li></ul>	NDECC_SJ::mmm6_Dabigatran_POI NDECC_SJ
<b>mmm6 Dabigatran POI</b> — list the key points for: <i>3. Smoking & Alcohol</i>	<ul><li><b>Do not smoke</b> — preferably for the first <b>48–72 hours</b> (ideally 3 days)</li><li><b>Avoid alcohol</b> during the healing phase</li><li>Both smoking and alcohol significantly increase risk of <b>dry socket</b> (loss of blood clot, delayed/painful healing)</li><li>Patient should be counselled that their combined risk (Dabigatran + smoking + alcohol) makes clot stability especially important</li></ul>	NDECC_SJ::mmm6_Dabigatran_POI NDECC_SJ
<b>mmm6 Dabigatran POI</b> — list the key points for: <i>4. Local Anesthesia Awareness</i>	<ul><li>Freezing will wear off in <b>2–3 hours</b></li><li>Pain/soreness may begin as anesthesia wears off — take Acetaminophen <b>before</b> it fully wears off if needed</li><li>Avoid eating/chewing on the numb side until sensation fully returns (bite injury risk)</li></ul>	NDECC_SJ::mmm6_Dabigatran_POI NDECC_SJ
<b>mmm6 Dabigatran POI</b> — list the key points for: <i>5. Diet</i>	<ul><li><b>First 24 hours:</b> Cold, soft foods and fluids (yogurt, pudding, scrambled eggs, soup, Jell-O, mashed potatoes)</li><li>Avoid hot, spicy, hard, or crunchy foods (seeds, nuts may lodge in socket)</li><li><b>After 24 hours:</b> Gradually return to normal temperature; maintain soft foods until healing progresses</li><li>Stay <b>well hydrated</b> — supports systemic healing and recovery</li></ul>	NDECC_SJ::mmm6_Dabigatran_POI NDECC_SJ
<b>mmm6 Dabigatran POI</b> — for each <i>Normal</i>, give the corresponding <i>Seek Help Immediately</i>.	<ul><li><b>Mild oozing/soreness for 1–2 days</b> → Excessive or uncontrolled bleeding</li><li><b>Slight swelling, bruising</b> → Increasing swelling or fever</li><li><b>Discomfort easing from Day 3</b> → Foul taste/smell from socket</li><li><b>Mild tenderness around socket</b> → Difficulty opening mouth or breathing</li></ul>	NDECC_SJ::mmm6_Dabigatran_POI NDECC_SJ
<b>mmm6 Dabigatran POI</b> — give the one-line / quick recall summary.	[ ] Stated patient continues Dabigatran as usual (no changes)	NDECC_SJ::mmm6_Dabigatran_POI NDECC_SJ
NDECC SJ — describe the clinical scenario / patient profile for: <b>mmm6 drop spatula of alginate</b>	This is an <b>IPAC-based Situational Judgement (SJ) station</b> testing the competency of <b>Practice and Information Management</b>. The scenario: dental assistant drops a spatula on the floor, picks it up, and continues mixing alginate for a patient in the chair. wisesouls  <b>Core issue:</b> Cross-contamination from a contaminated surface (floor) to the sterile clinical environment (patient's mouth), constituting a direct breach of IPAC guidelines.	NDECC_SJ::mmm6_drop_spatula_of_alginate NDECC_SJ
<b>mmm6 drop spatula of alginate</b> — list the key points for: <i>Step 1: Immediate Action (Patient in the Chair)</i>	<ul><li>Step away <b>behind the patient</b>, out of direct earshot</li><li>Calmly and quietly redirect the assistant in a <b>professional, non-confrontational tone</b></li><li><b>Do NOT</b> announce the error loudly or call attention to it in front of the patient</li></ul>	NDECC_SJ::mmm6_drop_spatula_of_alginate NDECC_SJ
<b>mmm6 drop spatula of alginate</b> — list the key points for: <i>Step 2: Post-Procedure — Private Discussion with Assistant</i>	<ul><li>Explain the breach: the floor is a <b>contaminated surface</b> and poses a direct risk of <b>cross-infection</b> to the patient</li><li>Reinforce the rule: <b>dropped instruments are never reused mid-procedure</b>; either leave it or call another assistant for a fresh one</li><li>Remind that gloves used near the patient's mouth <b>cannot</b> be used to open drawers or retrieve new instruments (this creates <b>reverse cross-contamination</b>)</li><li>Clarify hand hygiene protocol</li><li>Hands <b>not visibly soiled</b> → antibacterial hand rinse is acceptable</li><li>Hands <b>visibly soiled</b> → soap and running water is preferred over hand rub</li></ul>	NDECC_SJ::mmm6_drop_spatula_of_alginate NDECC_SJ
<b>mmm6 drop spatula of alginate</b> — list the key points for: <i>Step 3: Forward Planning</i>	<ul><li><b>Guide the assistant</b> to the office manual for review of IPAC policies</li><li><b>Remain available</b> for follow-up questions</li><li>Consider <b>team-wide IPAC training</b> (without naming the assistant) to refresh all staff on cross-contamination protocols — this reflects strong leadership and practice management</li><li><b>Document the incident</b> as per office policy; bring to the practice manager's attention if required wisesouls</li></ul>	NDECC_SJ::mmm6_drop_spatula_of_alginate NDECC_SJ
<b>mmm6 drop spatula of alginate</b> — list the key points for: <i>Scenario Variations</i>	<ul><li>A <b>bur</b> retrieved without changing gloves</li><li>A <b>hand scaler or plaster knife</b></li><li>A <b>cartridge, surgical blade, or retractor</b></li></ul>	NDECC_SJ::mmm6_drop_spatula_of_alginate NDECC_SJ
<b>mmm6 drop spatula of alginate</b> — for each <i>Element</i>, give the corresponding <i>What to Include</i>.	<ul><li><b><b>Immediate action</b></b> → Patient safety first, calm professional redirection of assistant</li><li><b><b>Corrective steps</b></b> → Discard spatula/alginate/gloves → hand hygiene → new instruments → remix</li><li><b><b>IPAC justification</b></b> → Floor = contaminated surface; cross-contamination risk; IPAC guidelines cited</li><li><b><b>Post-patient discussion</b></b> → Private, 1-on-1, educational, non-confrontational</li><li><b><b>Future plan</b></b> → Retraining, team IPAC review, documentation/incident report</li><li><b><b>Critical error (avoid)</b></b> → Firing/dismissing the assistant, ignoring the breach, not addressing it in the moment</li></ul>	NDECC_SJ::mmm6_drop_spatula_of_alginate NDECC_SJ
<b>mmm6 drop spatula of alginate</b> — explain: <i>Key concept</i>	Here is a clean, organized revision guide for this <b>NDECC SJ exam station</b> on IPAC (Infection Prevention and Control) — specifically the scenario of a dental assistant dropping an instrument, picking it up from the floor, and continuing to use it.	NDECC_SJ::mmm6_drop_spatula_of_alginate NDECC_SJ
<b>mmm6 drop spatula of alginate</b> — explain: <i>Rubric Checklist</i>	| Element | What to Include | |---|---| | <b>Immediate action</b> | Patient safety first, calm professional redirection of assistant | | <b>Corrective steps</b> | Discard spatula/alginate/gloves → hand hygiene → new instruments → remix | | <b>IPAC justification</b> | Floor = contaminated surface; cross-contamination risk; IPAC guidelines cited | | <b>Post-patient discussion</b> | Private, 1-on-1, educational, non-confrontational | | <b>Future plan</b> | Retraining, team IPAC review, documentation/incident report | | <b>Critical error (avoid)</b> | Firing/dismissing the assistant, ignoring the breach, not addressing it in the moment |	NDECC_SJ::mmm6_drop_spatula_of_alginate NDECC_SJ
NDECC SJ — describe the clinical scenario / patient profile for: <b>mmm6 hypertensive urgency</b>	A patient returns as an <b>emergency</b> a few weeks after you placed a Class II DO composite on tooth #27. Their BP reading on arrival is <b>190/110 mmHg</b>. Your task is not to reflexively refuse or blindly provide treatment — it is to <b>systematically assess, communicate, and present conditional plans</b> to the patient. jcda	NDECC_SJ::mmm6_hypertensive_urgency NDECC_SJ
<b>mmm6 hypertensive urgency</b> — would the following be appropriate, or a critical error?<br><br><i>“Saying "I cannot treat you today" without reasoning — Skips the entire decision-making process”</i>	<b>Critical error / Avoid this.</b><br><br>Saying "I cannot treat you today" without reasoning — Skips the entire decision-making process	NDECC_SJ::mmm6_hypertensive_urgency NDECC_SJ
<b>mmm6 hypertensive urgency</b> — would the following be appropriate, or a critical error?<br><br><i>“Ignoring the BP entirely and planning full restoration — Missed the red flag — entire point of the station”</i>	<b>Critical error / Avoid this.</b><br><br>Ignoring the BP entirely and planning full restoration — Missed the red flag — entire point of the station	NDECC_SJ::mmm6_hypertensive_urgency NDECC_SJ
<b>mmm6 hypertensive urgency</b> — would the following be appropriate, or a critical error?<br><br><i>“Using incorrect BP thresholds — Technical error — 160/100, 180/110 numbers are testable”</i>	<b>Critical error / Avoid this.</b><br><br>Using incorrect BP thresholds — Technical error — 160/100, 180/110 numbers are testable	NDECC_SJ::mmm6_hypertensive_urgency NDECC_SJ
<b>mmm6 hypertensive urgency</b> — list the key points for: <i>Step 1: Reframe "Emergency"</i>	<ul><li>Assess whether this is a <b>true dental emergency</b>, an <b>urgent concern</b>, or a <b>patient-perceived emergency</b></li><li>Weigh the patient's dental complaint against their <b>overall medical stability</b></li><li>Communicate all possibilities transparently — the examiner is watching your reasoning, not just your conclusion</li></ul>	NDECC_SJ::mmm6_hypertensive_urgency NDECC_SJ
<b>mmm6 hypertensive urgency</b> — list the key points for: <i>Step 3: Assess the Blood Pressure</i>	<ul><li><b>White coat hypertension</b> (anxiety in the dental environment)</li><li><b>Transient elevation</b> from rushing to the clinic, climbing stairs, or drinking coffee</li><li><b>Undiagnosed hypertension</b> or underlying cardiac disease</li></ul>	NDECC_SJ::mmm6_hypertensive_urgency NDECC_SJ
<b>mmm6 hypertensive urgency</b> — list the key points for: <i>Step 6: Rationale — Why Defer vs. Proceed</i>	<ul><li>The dental environment introduces <b>both physical and mental stress</b> (local anesthesia, procedural anxiety, chair positioning, post-op discomfort)</li><li>These stressors can further <b>elevate BP</b> and increase the risk of a <b>hypertensive crisis or cardiac event</b></li><li>At BP ≥ 180/110, the risk of triggering an adverse cardiovascular event <b>outweighs</b> the benefit of repairing a non-painful broken filling</li><li>The <b>tooth is not going anywhere</b> — it can be fixed when the patient is medically safe</li></ul>	NDECC_SJ::mmm6_hypertensive_urgency NDECC_SJ
<b>mmm6 hypertensive urgency</b> — list the key points for: <i>Step 7: What You CAN Do Regardless of BP</i>	<ul><li><b>Smooth/bur off the sharp margin</b> — takes seconds, requires <b>no local anesthesia, no drugs, no prolonged chair time</b></li><li>This addresses the patient's chief complaint minimally without introducing cardiovascular risk</li><li>Do <b>NOT</b> suggest placing wax on the tooth — it is not evidence-based and will fall off during eating</li></ul>	NDECC_SJ::mmm6_hypertensive_urgency NDECC_SJ
<b>mmm6 hypertensive urgency</b> — list the key points for: <i>Step 8: Closing the Station</i>	<ul><li>Invite the patient to ask questions — they may ask <i>"Why won't you just fix it today?"</i> Be ready to re-explain</li><li>Reassure the patient you are <b>not abandoning them</b> — you are prioritizing their overall health</li><li>Confirm a <b>follow-up plan</b>: physician referral timeline (1 week or 1 month, depending on BP), and a return dental appointment once medically stable</li><li>End with empathy: acknowledge it is frustrating the restoration broke, and you look forward to restoring it correctly when it is safe</li></ul>	NDECC_SJ::mmm6_hypertensive_urgency NDECC_SJ
<b>mmm6 hypertensive urgency</b> — for each <i>Question</i>, give the corresponding <i>Purpose</i>.	<ul><li><b>"What is bothering you today?"</b> → Open-ended; let the patient describe</li><li><b>"Do you have pain to hot or cold?"</b> → Screens for <b>pulpal</b> involvement</li><li><b>"Does it hurt when you bite?"</b> → Screens for <b>periapical</b> infection</li><li><b>"Any swelling, fever, or feeling unwell?"</b> → Screens for <b>systemic spread / abscess</b></li><li><b>"Is it more of an irritation or sharp edge?"</b> → Distinguishes nuisance from true emergency</li></ul>	NDECC_SJ::mmm6_hypertensive_urgency NDECC_SJ
<b>mmm6 hypertensive urgency</b> — for each <i>Second BP Reading</i>, give the corresponding <i>Action</i>.	<ul><li><b><b>&lt; 160/100 mmHg</b></b> → Proceed with full restoration repair today — no modification needed</li><li><b><b>160–179 / 100–109 mmHg</b></b> → Provide <b>limited, conservative treatment</b> (e.g., smooth sharp edge, place temporary restoration); refer to physician <b>within 1 month</b></li><li><b><b>≥ 180/110 mmHg</b></b> → <b>No elective treatment.</b> Smooth sharp edge only (no anesthesia, no restoration work); refer to physician <b>within 1 week</b></li></ul>	NDECC_SJ::mmm6_hypertensive_urgency NDECC_SJ
NDECC SJ — describe the clinical scenario / patient profile for: <b>mmm 6 Root Displaced into Maxillary Sinus</b>	You are mid-procedure extracting the <b>upper right first molar (#16)</b> under local anaesthesia. The crown fractures <b>below the gum line</b>, leaving the <b>entire root</b> remaining. While attempting to remove the root with elevators, the <b>full root fragment disappears into the maxillary sinus</b> through an oroantral communication (OAC). The patient is still in the chair, frozen, mouth open. You must pause and speak to them. dentalprotection	NDECC_SJ::mmm_6_Root_Displaced_into_Maxillary_Sinus NDECC_SJ
